,Unnamed: 0,neg_word,pos_word,hyphen_word,negative_affix,tokenizer,neg_bytes,neg_correct,soft_neg_correct,pos_bytes,pos_correct,soft_pos_correct,hyphen_bytes,hyphen_correct,soft_hyphen_correct,tokenizer_type,Predict,NegMorph
4125,4125,inexhaustible,exhaustible,in-exhaustible,in,google/flan-t5-xxl,"['in', 'ex', 'haus', 't', 'ible']",Correct,Correct,"['exhaust', 'ible']",Incorrect,Incorrect,"['in', '-', 'ex', 'haus', 't', 'ible']",Correct,Correct,sentencepiece,1,Correct
4135,4135,nonexistent,existent,non-existent,non,google/flan-t5-xxl,"['non', 'existent']",Correct,Correct,['existent'],Not segmented,Not segmented,"['non', '-', 'existent']",Correct,Correct,sentencepiece,0,Correct
4145,4145,unexpansive,expansive,un-expansive,un,google/flan-t5-xxl,"['une', 'x', 'pan', 's', 'ive']",Incorrect,Correct,['expansive'],Not segmented,Not segmented,"['un', '-', 'ex', 'pan', 's', 'ive']",Correct,Correct,sentencepiece,0,Under-segmented
4155,4155,unexpected,expected,un-expected,un,google/flan-t5-xxl,['unexpected'],Not segmented,Correct,['expected'],Not segmented,Not segmented,"['un', '-', 'expected']",Correct,Correct,sentencepiece,0,Under-segmented
4165,4165,inexpedient,expedient,in-expedient,in,google/flan-t5-xxl,"['in', 'ex', 'ped', 'ient']",Correct,Correct,"['expedi', 'ent']",Incorrect,Incorrect,"['in', '-', 'ex', 'ped', 'ient']",Correct,Correct,sentencepiece,0,Correct
4175,4175,unexpendable,expendable,un-expendable,un,google/flan-t5-xxl,"['une', 'x', 'pen', 'd', 'able']",Incorrect,Correct,"['exp', 'end', 'able']",Incorrect,Incorrect,"['un', '-', 'ex', 'pen', 'd', 'able']",Correct,Correct,sentencepiece,0,Under-segmented
4185,4185,inexperienced,experienced,in-experienced,in,google/flan-t5-xxl,"['in', 'experience', 'd']",Correct,Correct,['experienced'],Not segmented,Not segmented,"['in', '-', 'experience', 'd']",Correct,Correct,sentencepiece,0,Correct
4195,4195,unexpired,expired,un-expired,un,google/flan-t5-xxl,"['une', 'x', 'pir', 'e', 'd']",Incorrect,Correct,['expired'],Not segmented,Not segmented,"['un', '-', 'ex', 'pir', 'e', 'd']",Correct,Correct,sentencepiece,0,Under-segmented
4205,4205,inexplicable,explicable,in-explicable,in,google/flan-t5-xxl,"['in', 'ex', 'plic', 'able']",Correct,Correct,"['explic', 'able']",Incorrect,Incorrect,"['in', '-', 'ex', 'plic', 'able']",Correct,Correct,sentencepiece,0,Correct
4215,4215,implicit,explicit,im-plicit,im,google/flan-t5-xxl,['implicit'],Not segmented,Correct,['explicit'],Not segmented,Not segmented,"['im', '-', 'p', 'licit']",Correct,Correct,sentencepiece,1,Under-segmented
4225,4225,unexploited,exploited,un-exploited,un,google/flan-t5-xxl,"['un', 'explo', 'i', 'ted']",Correct,Correct,"['exploit', 'e', 'd']",Incorrect,Incorrect,"['un', '-', 'explo', 'i', 'ted']",Correct,Correct,sentencepiece,0,Correct
4235,4235,nonexploratory,exploratory,non-exploratory,non,google/flan-t5-xxl,"['non', 'explo', 'r', 'atory']",Correct,Correct,"['explor', 'atory']",Incorrect,Incorrect,"['non', '-', 'explo', 'r', 'atory']",Correct,Correct,sentencepiece,0,Correct
4245,4245,nonexplosive,explosive,non-explosive,non,google/flan-t5-xxl,"['non', 'explo', 's', 'ive']",Correct,Correct,['explosive'],Not segmented,Not segmented,"['non', '-', 'explo', 's', 'ive']",Correct,Correct,sentencepiece,0,Correct
4255,4255,unexportable,exportable,un-exportable,un,google/flan-t5-xxl,"['une', 'x', 'port', 'able']",Incorrect,Correct,"['export', 'able']",Incorrect,Incorrect,"['un', '-', 'ex', 'port', 'able']",Correct,Correct,sentencepiece,0,Under-segmented
4265,4265,inexpressible,expressible,in-expressible,in,google/flan-t5-xxl,"['in', 'ex', 'press', 'ible']",Correct,Correct,"['express', 'ible']",Incorrect,Incorrect,"['in', '-', 'ex', 'press', 'ible']",Correct,Correct,sentencepiece,0,Correct
4275,4275,unextended,extended,un-extended,un,google/flan-t5-xxl,"['une', 'x', 'tended']",Incorrect,Correct,['extended'],Not segmented,Not segmented,"['un', '-', 'ex', 'tended']",Correct,Correct,sentencepiece,0,Under-segmented
4285,4285,nonextensile,extensile,non-extensile,non,google/flan-t5-xxl,"['non', 'ext', 'en', 's', 'ile']",Correct,Correct,"['extensi', 'le']",Incorrect,Incorrect,"['non', '-', 'ext', 'en', 's', 'ile']",Correct,Correct,sentencepiece,0,Correct
4295,4295,inextinguishable,extinguishable,in-extinguishable,in,google/flan-t5-xxl,"['in', 'ext', 'ing', 'u', 'ish', 'able']",Correct,Correct,"['ex', 'ting', 'u', 'ish', 'able']",Incorrect,Correct,"['in', '-', 'ext', 'ing', 'u', 'ish', 'able']",Correct,Correct,sentencepiece,0,Correct
4305,4305,inextricable,extricable,in-extricable,in,google/flan-t5-xxl,"['in', 'ex', 'tric', 'able']",Correct,Correct,"['ex', 'tric', 'able']",Incorrect,Incorrect,"['in', '-', 'ex', 'tric', 'able']",Correct,Correct,sentencepiece,1,Correct
4315,4315,unfaceted,faceted,un-faceted,un,google/flan-t5-xxl,"['un', 'faceted']",Correct,Correct,['faceted'],Not segmented,Not segmented,"['un', '-', 'faceted']",Correct,Correct,sentencepiece,0,Correct
4325,4325,unfair,fair,un-fair,un,google/flan-t5-xxl,['unfair'],Not segmented,Correct,['fair'],Not segmented,Not segmented,"['un', '-', 'fair']",Correct,Correct,sentencepiece,0,Under-segmented
4335,4335,unfaithful,faithful,un-faithful,un,google/flan-t5-xxl,"['un', 'fait', 'h', 'ful']",Correct,Correct,['faithful'],Not segmented,Not segmented,"['un', '-', 'fait', 'h', 'ful']",Correct,Correct,sentencepiece,0,Correct
4345,4345,infallible,fallible,in-fallible,in,google/flan-t5-xxl,"['in', 'fall', 'ible']",Correct,Correct,"['fall', 'ible']",Incorrect,Incorrect,"['in', '-', 'fall', 'ible']",Correct,Correct,sentencepiece,1,Correct
4355,4355,unfamiliar,familiar,un-familiar,un,google/flan-t5-xxl,['unfamiliar'],Not segmented,Correct,['familiar'],Not segmented,Not segmented,"['un', '-', 'f', 'a', 'mili', 'ar']",Correct,Correct,sentencepiece,0,Under-segmented
4365,4365,unfashionable,fashionable,un-fashionable,un,google/flan-t5-xxl,"['un', 'fashion', 'able']",Correct,Correct,['fashionable'],Not segmented,Not segmented,"['un', '-', 'fashion', 'able']",Correct,Correct,sentencepiece,0,Correct
4375,4375,unfastened,fastened,un-fastened,un,google/flan-t5-xxl,"['un', 'fast', 'ened']",Correct,Correct,"['fast', 'ened']",Incorrect,Incorrect,"['un', '-', 'fast', 'ened']",Correct,Correct,sentencepiece,0,Correct
4385,4385,unfastidious,fastidious,un-fastidious,un,google/flan-t5-xxl,"['un', 'fast', 'idio', 'us']",Correct,Correct,"['fast', 'idio', 'us']",Incorrect,Incorrect,"['un', '-', 'fast', 'idio', 'us']",Correct,Correct,sentencepiece,0,Correct
4395,4395,nonfatal,fatal,non-fatal,non,google/flan-t5-xxl,"['non', 'fat', 'al']",Correct,Correct,['fatal'],Not segmented,Not segmented,"['non', '-', 'fat', 'al']",Correct,Correct,sentencepiece,0,Correct
4405,4405,unfathomable,fathomable,un-fathomable,un,google/flan-t5-xxl,"['un', 'fat', 'hom', 'able']",Correct,Correct,"['fat', 'hom', 'able']",Incorrect,Incorrect,"['un', '-', 'fat', 'hom', 'able']",Correct,Correct,sentencepiece,0,Correct
4415,4415,nonfat,fatty,non-fat,non,google/flan-t5-xxl,"['non', 'fat']",Correct,Correct,['fatty'],Not segmented,Not segmented,"['non', '-', 'fat']",Correct,Correct,sentencepiece,0,Correct
4425,4425,unfavorable,favorable,un-favorable,un,google/flan-t5-xxl,"['un', 'f', 'a', 'vor', 'able']",Correct,Correct,['favorable'],Not segmented,Not segmented,"['un', '-', 'f', 'a', 'vor', 'able']",Correct,Correct,sentencepiece,0,Correct
4435,4435,unfeathered,feathered,un-feathered,un,google/flan-t5-xxl,"['un', 'f', 'e', 'a', 'there', 'd']",Correct,Correct,"['feather', 'e', 'd']",Incorrect,Incorrect,"['un', '-', 'f', 'e', 'a', 'there', 'd']",Correct,Correct,sentencepiece,0,Correct
4445,4445,infelicitous,felicitous,in-felicitous,in,google/flan-t5-xxl,"['in', 'f', 'e', 'licit', 'ous']",Correct,Correct,"['felicit', 'ous']",Incorrect,Incorrect,"['in', '-', 'f', 'e', 'licit', 'ous']",Correct,Correct,sentencepiece,0,Correct
4455,4455,fernless,ferned,fern-less,less,google/flan-t5-xxl,"['fern', 'less']",Correct,Correct,"['fern', 'e', 'd']",Incorrect,Incorrect,"['fern', '-', 'less']",Correct,Correct,sentencepiece,0,Correct
4465,4465,nonfictional,fictional,non-fictional,non,google/flan-t5-xxl,"['non', 'fiction', 'al']",Correct,Correct,['fictional'],Not segmented,Not segmented,"['non', '-', 'fiction', 'al']",Correct,Correct,sentencepiece,0,Correct
4475,4475,unfilled,filled,un-filled,un,google/flan-t5-xxl,"['un', 'filled']",Correct,Correct,['filled'],Not segmented,Not segmented,"['un', '-', 'filled']",Correct,Correct,sentencepiece,0,Correct
4485,4485,nonfinancial,financial,non-financial,non,google/flan-t5-xxl,"['non', 'f', 'in', 'an', 'cial']",Correct,Correct,['financial'],Not segmented,Not segmented,"['non', '-', 'f', 'in', 'an', 'cial']",Correct,Correct,sentencepiece,0,Correct
4495,4495,unfinished,finished,un-finished,un,google/flan-t5-xxl,"['un', 'finished']",Correct,Correct,['finished'],Not segmented,Not segmented,"['un', '-', 'finished']",Correct,Correct,sentencepiece,0,Correct
4505,4505,infinite,finite,in-finite,in,google/flan-t5-xxl,['infinite'],Not segmented,Correct,"['fi', 'nite']",Incorrect,Incorrect,"['in', '-', 'fini', 't', 'e']",Correct,Correct,sentencepiece,1,Under-segmented
4515,4515,nonfissile,fissile,non-fissile,non,google/flan-t5-xxl,"['non', 'f', 'is', 's', 'ile']",Correct,Correct,"['fi', 's', 's', 'ile']",Incorrect,Incorrect,"['non', '-', 'f', 'is', 's', 'ile']",Correct,Correct,sentencepiece,0,Correct
4525,4525,nonfissionable,fissionable,non-fissionable,non,google/flan-t5-xxl,"['non', 'f', 'is', 'sion', 'able']",Correct,Correct,"['fi', 's', 'sion', 'able']",Incorrect,Incorrect,"['non', '-', 'f', 'is', 'sion', 'able']",Correct,Correct,sentencepiece,0,Correct
4535,4535,unfit,fit,un-fit,un,google/flan-t5-xxl,"['un', 'fit']",Correct,Correct,['fit'],Not segmented,Not segmented,"['un', '-', 'fit']",Correct,Correct,sentencepiece,0,Correct
4545,4545,unfixed,fixed,un-fixed,un,google/flan-t5-xxl,"['un', 'fixed']",Correct,Correct,['fixed'],Not segmented,Not segmented,"['un', '-', 'fixed']",Correct,Correct,sentencepiece,0,Correct
4555,4555,unflattering,flattering,un-flattering,un,google/flan-t5-xxl,"['un', 'flat', 'ter', 'ing']",Correct,Correct,"['flatter', 'ing']",Incorrect,Incorrect,"['un', '-', 'flat', 'ter', 'ing']",Correct,Correct,sentencepiece,0,Correct
4565,4565,unfledged,fledged,un-fledged,un,google/flan-t5-xxl,"['un', 'f', 'ledge', 'd']",Correct,Correct,"['fled', 'ged']",Incorrect,Incorrect,"['un', '-', 'f', 'ledge', 'd']",Correct,Correct,sentencepiece,0,Correct
4575,4575,inflexible,flexible,in-flexible,in,google/flan-t5-xxl,"['in', 'flex', 'ible']",Correct,Correct,['flexible'],Not segmented,Not segmented,"['in', '-', 'flex', 'ible']",Correct,Correct,sentencepiece,0,Correct
4585,4585,flowerless,flowering,flower-less,less,google/flan-t5-xxl,"['flower', 'less']",Correct,Correct,"['flower', 'ing']",Incorrect,Incorrect,"['flower', '-', 'less']",Correct,Correct,sentencepiece,0,Correct
4595,4595,unfocused,focused,un-focused,un,google/flan-t5-xxl,"['un', 'focused']",Correct,Correct,['focused'],Not segmented,Not segmented,"['un', '-', 'focused']",Correct,Correct,sentencepiece,0,Correct
4605,4605,footless,footed,foot-less,less,google/flan-t5-xxl,"['foot', 'less']",Correct,Correct,"['foot', 'e', 'd']",Incorrect,Incorrect,"['foot', '-', 'less']",Correct,Correct,sentencepiece,0,Correct
4615,4615,forceless,forceful,force-less,less,google/flan-t5-xxl,"['force', 'less']",Correct,Correct,"['force', 'ful']",Incorrect,Incorrect,"['force', '-', 'less']",Correct,Correct,sentencepiece,0,Correct
4625,4625,unforgettable,forgettable,un-forgettable,un,google/flan-t5-xxl,['unforgettable'],Not segmented,Correct,"['forget', 'table']",Incorrect,Incorrect,"['un', '-', 'for', 'get', 'table']",Correct,Correct,sentencepiece,1,Under-segmented
4635,4635,unforgiving,forgiving,un-forgiving,un,google/flan-t5-xxl,"['un', 'for', 'giving']",Correct,Correct,"['for', 'giving']",Incorrect,Incorrect,"['un', '-', 'for', 'giving']",Correct,Correct,sentencepiece,0,Correct
4645,4645,informal,formal,in-formal,in,google/flan-t5-xxl,['informal'],Not segmented,Correct,['formal'],Not segmented,Not segmented,"['in', '-', 'form', 'al']",Correct,Correct,sentencepiece,1,Under-segmented
4655,4655,unformed,formed,un-formed,un,google/flan-t5-xxl,"['un', 'formed']",Correct,Correct,['formed'],Not segmented,Not segmented,"['un', '-', 'formed']",Correct,Correct,sentencepiece,0,Correct
4665,4665,unfortunate,fortunate,un-fortunate,un,google/flan-t5-xxl,['unfortunate'],Not segmented,Correct,['fortunate'],Not segmented,Correct,"['un', '-', 'for', 't', 'un', 'ate']",Correct,Correct,sentencepiece,0,Under-segmented
4675,4675,malodorous,fragrant,mal-odorous,mal,google/flan-t5-xxl,"['mal', 'odor', 'ous']",Correct,Correct,['fragrant'],Not segmented,Not segmented,"['mal', '-', 'odor', 'ous']",Correct,Correct,sentencepiece,1,Correct
4685,4685,unframed,framed,un-framed,un,google/flan-t5-xxl,"['un', 'framed']",Correct,Correct,['framed'],Not segmented,Not segmented,"['un', '-', 'framed']",Correct,Correct,sentencepiece,0,Correct
4695,4695,unfree,free,un-free,un,google/flan-t5-xxl,"['un', 'free']",Correct,Correct,['free'],Not segmented,Not segmented,"['un', '-', 'free']",Correct,Correct,sentencepiece,0,Correct
4705,4705,infrequent,frequent,in-frequent,in,google/flan-t5-xxl,"['in', 'frequent']",Correct,Correct,['frequent'],Not segmented,Not segmented,"['in', '-', 'frequent']",Correct,Correct,sentencepiece,0,Correct
4715,4715,unfretted,fretted,un-fretted,un,google/flan-t5-xxl,"['un', 'f', 're', 't', 'ted']",Correct,Correct,"['fret', 'ted']",Incorrect,Incorrect,"['un', '-', 'f', 're', 't', 'ted']",Correct,Correct,sentencepiece,0,Correct
4725,4725,unfriendly,friendly,un-friendly,un,google/flan-t5-xxl,"['un', 'friendly']",Correct,Correct,['friendly'],Not segmented,Not segmented,"['un', '-', 'friendly']",Correct,Correct,sentencepiece,0,Correct
4735,4735,unfrozen,frozen,un-frozen,un,google/flan-t5-xxl,"['un', 'fro', 'zen']",Correct,Correct,['frozen'],Not segmented,Not segmented,"['un', '-', 'fro', 'zen']",Correct,Correct,sentencepiece,0,Correct
4745,4745,unfruitful,fruitful,un-fruitful,un,google/flan-t5-xxl,"['un', 'fruit', 'ful']",Correct,Correct,"['fruit', 'ful']",Incorrect,Incorrect,"['un', '-', 'fruit', 'ful']",Correct,Correct,sentencepiece,0,Correct
4755,4755,unfueled,fueled,un-fueled,un,google/flan-t5-xxl,"['un', 'fueled']",Correct,Correct,['fueled'],Not segmented,Not segmented,"['un', '-', 'fueled']",Correct,Correct,sentencepiece,0,Correct
4765,4765,nonfunctional,functional,non-functional,non,google/flan-t5-xxl,"['non', 'functional']",Correct,Correct,['functional'],Not segmented,Not segmented,"['non', '-', 'functional']",Correct,Correct,sentencepiece,0,Correct
4775,4775,malfunctioning,functioning,mal-functioning,mal,google/flan-t5-xxl,"['malfunction', 'ing']",Incorrect,Correct,['functioning'],Not segmented,Not segmented,"['mal', '-', 'function', 'ing']",Correct,Correct,sentencepiece,1,Under-segmented
4785,4785,unfunded,funded,un-funded,un,google/flan-t5-xxl,"['un', 'funded']",Correct,Correct,['funded'],Not segmented,Correct,"['un', '-', 'funded']",Correct,Correct,sentencepiece,0,Correct
4795,4795,unfurnished,furnished,un-furnished,un,google/flan-t5-xxl,"['un', 'fur', 'n', 'ished']",Correct,Correct,['furnished'],Not segmented,Not segmented,"['un', '-', 'fur', 'n', 'ished']",Correct,Correct,sentencepiece,0,Correct
4805,4805,unfurrowed,furrowed,un-furrowed,un,google/flan-t5-xxl,"['un', 'fur', 'r', 'owed']",Correct,Correct,"['fur', 'r', 'owed']",Incorrect,Incorrect,"['un', '-', 'fur', 'r', 'owed']",Correct,Correct,sentencepiece,0,Correct
4815,4815,ungathered,gathered,un-gathered,un,google/flan-t5-xxl,"['un', 'gathered']",Correct,Correct,['gathered'],Not segmented,Not segmented,"['un', '-', 'gathered']",Correct,Correct,sentencepiece,0,Correct
4825,4825,ungeared,geared,un-geared,un,google/flan-t5-xxl,"['un', 'geared']",Correct,Correct,['geared'],Not segmented,Not segmented,"['un', '-', 'geared']",Correct,Correct,sentencepiece,0,Correct
4835,4835,ungenerous,generous,un-generous,un,google/flan-t5-xxl,"['ungen', 'er', 'ous']",Incorrect,Correct,['generous'],Not segmented,Not segmented,"['un', '-', 'gen', 'er', 'ous']",Correct,Correct,sentencepiece,0,Under-segmented
4845,4845,germfree,germy,germ-free,free,google/flan-t5-xxl,"['germ', 'free']",Correct,Correct,"['germ', 'y']",Incorrect,Incorrect,"['germ', '-', 'free']",Correct,Correct,sentencepiece,0,Correct
4855,4855,unglazed,glazed,un-glazed,un,google/flan-t5-xxl,"['un', 'glazed']",Correct,Correct,['glazed'],Not segmented,Not segmented,"['un', '-', 'glazed']",Correct,Correct,sentencepiece,0,Correct
4865,4865,inglorious,glorious,in-glorious,in,google/flan-t5-xxl,"['ing', 'lor', 'ious']",Incorrect,Correct,['glorious'],Not segmented,Not segmented,"['in', '-', 'g', 'lor', 'ious']",Correct,Correct,sentencepiece,0,Under-segmented
4875,4875,gloveless,gloved,glove-less,less,google/flan-t5-xxl,"['glove', 'less']",Correct,Correct,"['glove', 'd']",Incorrect,Incorrect,"['glove', '-', 'less']",Correct,Correct,sentencepiece,0,Correct
4885,4885,agnostic,gnostic,a-gnostic,a,google/flan-t5-xxl,"['a', 'gno', 's', 'tic']",Correct,Correct,"['gno', 's', 'tic']",Incorrect,Incorrect,"['a', '-', 'gno', 's', 'tic']",Correct,Correct,sentencepiece,0,Correct
4895,4895,no-go,go,no--go,no,google/flan-t5-xxl,"['no', '-', 'go']",Correct,Correct,['go'],Not segmented,Not segmented,"['no', '-', '-', 'go']",Correct,Correct,sentencepiece,0,Correct
4905,4905,ill-natured,good-natured,ill--natured,ill,google/flan-t5-xxl,"['ill', '-', 'nature', 'd']",Correct,Correct,"['good', '-', 'nature', 'd']",Incorrect,Incorrect,"['ill', '-', '-', 'nature', 'd']",Correct,Correct,sentencepiece,0,Correct
4915,4915,ungracious,gracious,un-gracious,un,google/flan-t5-xxl,"['ung', 'r', 'acious']",Incorrect,Correct,['gracious'],Not segmented,Not segmented,"['un', '-', 'g', 'r', 'acious']",Correct,Correct,sentencepiece,0,Under-segmented
4925,4925,ungrammatical,grammatical,un-grammatical,un,google/flan-t5-xxl,"['un', 'gram', 'matic', 'al']",Correct,Correct,"['gram', 'matic', 'al']",Incorrect,Incorrect,"['un', '-', 'gram', 'matic', 'al']",Correct,Correct,sentencepiece,0,Correct
4935,4935,grassless,grassy,grass-less,less,google/flan-t5-xxl,"['grass', 'less']",Correct,Correct,"['grass', 'y']",Incorrect,Incorrect,"['grass', '-', 'less']",Correct,Correct,sentencepiece,0,Correct
4945,4945,ungrateful,grateful,un-grateful,un,google/flan-t5-xxl,"['ung', 'rate', 'ful']",Incorrect,Correct,['grateful'],Not segmented,Not segmented,"['un', '-', 'grat', 'e', 'ful']",Correct,Correct,sentencepiece,0,Under-segmented
4955,4955,ungregarious,gregarious,un-gregarious,un,google/flan-t5-xxl,"['ung', 're', 'gar', 'ious']",Incorrect,Correct,"['gre', 'gar', 'ious']",Incorrect,Incorrect,"['un', '-', 'gre', 'gar', 'ious']",Correct,Correct,sentencepiece,0,Under-segmented
4965,4965,ungroomed,groomed,un-groomed,un,google/flan-t5-xxl,"['ung', 'room', 'e', 'd']",Incorrect,Correct,"['groom', 'e', 'd']",Incorrect,Incorrect,"['un', '-', 'gro', 'o', 'med']",Correct,Correct,sentencepiece,0,Under-segmented
4975,4975,unguided,guided,un-guided,un,google/flan-t5-xxl,"['un', 'guide', 'd']",Correct,Correct,['guided'],Not segmented,Not segmented,"['un', '-', 'guide', 'd']",Correct,Correct,sentencepiece,0,Correct
4985,4985,ungusseted,gusseted,un-gusseted,un,google/flan-t5-xxl,"['ung', 'us', 's', 'e', 'ted']",Incorrect,Correct,"['gu', 's', 's', 'e', 'ted']",Incorrect,Incorrect,"['un', '-', 'gu', 's', 's', 'e', 'ted']",Correct,Correct,sentencepiece,0,Under-segmented
4995,4995,gutless,gutsy,gut-less,less,google/flan-t5-xxl,"['gut', 'less']",Correct,Correct,"['gut', 's', 'y']",Incorrect,Incorrect,"['gut', '-', 'less']",Correct,Correct,sentencepiece,0,Correct
